titulo,fecha_publicación,num_paginas,ranking,num_votantes_libro,num_comentarios,id_idioma,id_editorial
Gould's Book of Fish: A Novel in Twelve Fish,3/15/2003,449,3.69,3261,384,eng,147
Vanishing Acts,11/15/2005,426,3.69,87109,3920,eng,2198
Sideways,10/1/2004,368,3.69,4494,522,eng,1900
While I Was Gone,11/26/2002,352,3.69,239,28,eng,189
The Finer Points of Sausage Dogs (Portuguese Irregular Verbs #2),12/28/2004,128,3.69,4833,479,eng,94
Kirk: The Star to Every Wandering (Star Trek: Crucible #3),2/27/2007,320,3.69,183,16,eng,1911
Conversations with Jerzy Kosinski,5/1/1993,242,3.69,26,3,eng,2102
The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs Fastest Woman on Water,6/1/1999,256,3.69,393,81,eng,1498
One More For The Road,4/7/2003,289,3.69,21,3,eng,618
Hellstrom's Hive,3/23/1982,312,3.69,41,3,eng,198
Worlds Apart (Worlds 2),6/28/1992,227,3.69,485,8,eng,171
The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,12/16/2001,224,3.69,70,8,eng,1990
The Voices of Morebath: Reformation and Rebellion in an English Village,8/11/2003,232,3.69,361,39,eng,2258
Spook Country (Blue Ant #2),8/7/2007,371,3.69,16342,1258,eng,1646
Queen of Babble (Queen of Babble #1),5/23/2006,309,3.69,60787,1693,eng,2231
The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,9/9/2004,289,3.69,424,53,eng,168
Passage,1/2/2002,780,3.69,7331,753,eng,193
Rouse Up O Young Men of the New Age!,7/10/2003,272,3.69,282,25,eng,147
The Iron Dragon's Daughter,2/28/2012,424,3.69,2530,182,eng,170
Kokopelli: The Magic Mirth and Mischief of an Ancient Symbol,4/5/2007,240,3.69,19,4,eng,785
Confessions of an Actor,12/31/1982,348,3.69,279,19,eng,1850
The Greek's Royal Mistress (Princess Brides #2),9/24/2004,192,3.69,167,14,eng,872
The Essential Augustine,8/1/1978,268,3.69,114,7,eng,2291
I'm the One That I Want,4/30/2002,228,3.69,1459,132,eng,189
The Players of Gilean (Dragonlance: Tales from the War of Souls #2),2/1/2003,340,3.69,152,4,eng,2245
The Rainbow,5/5/2009,544,3.69,15840,462,eng,1834
LT's Theory of Pets,8/1/2001,1,3.69,2824,140,eng,2291
Final Payments,6/6/2006,304,3.69,551,78,eng,94
Noir: Three Novels of Suspense,10/1/2005,385,3.69,150,14,eng,744
Thirteen Moons,10/3/2006,422,3.69,10534,1578,eng,1658
Take on Me (Secret Lives of Daytime Divas #1),2/27/2007,249,3.69,499,46,eng,869
Your Cheatin' Heart,2/2/2000,336,3.69,72,5,eng,923
Turn of the Cards (Wild Cards #12),1/1/1993,432,3.69,567,18,eng,1891
The Last Dance (87th Precinct #50),12/1/2000,336,3.69,752,57,eng,1586
Galactic Effectuator,11/1/1981,219,3.69,286,13,eng,28
Fifty Degrees Below (Science in the Capital #2),1/30/2007,640,3.69,2099,155,eng,1891
Afterglow: A Last Conversation With Pauline Kael,8/21/2003,134,3.69,128,15,eng,494
Peek-a-Boo! (Babyfaces),10/1/1997,12,3.69,111,11,eng,370
Astrid Lindgren: Storyteller to the World,11/1/1991,64,3.69,10,2,eng,1637
Masters of Small Worlds: Yeoman Households Gender Relations and the Political Culture of the Antebellum South Carolina Low Country,11/1/1997,344,3.69,98,6,eng,2291
El príncipe de la niebla (Trilogía de la Niebla #1),11/21/2006,230,3.7,3602,325,spa,1687
El retrato de Rose Madder,10/3/2006,496,3.7,218,30,spa,524
Estado De Miedo,6/30/2005,685,3.7,2,0,spa,1576
Oedipus Rex (Greek and Latin Classics),8/1/2006,214,3.7,218,1,grc,353
Warrior of the Light,3/30/2004,142,3.7,22662,945,eng,914
Julie and Julia: My Year of Cooking Dangerously,9/7/2006,307,3.7,2261,537,eng,182
The Cat Who Walks Through Walls (The World As Myth),6/1/1988,388,3.7,19427,572,eng,31
The Snow Spider (Snow Spider Trilogy #1),9/1/2006,146,3.7,2762,228,eng,1429
Snapshots From Hell: The Making Of An MBA,4/26/2005,296,3.7,582,43,eng,1375
The Mystery Method: How to Get Beautiful Women Into Bed,2/6/2007,240,3.7,2208,116,eng,1904
The Chain of Chance,3/28/2000,179,3.7,505,37,eng,1393
The Undead and Philosophy: Chicken Soup for the Soulless,8/29/2006,288,3.7,196,18,eng,1420
Household Saints,4/1/2003,272,3.7,370,47,eng,888
Godslayer (The Sundering #2),6/27/2006,404,3.7,2868,127,eng,2024
The Culture of Fear: Why Americans Are Afraid of the Wrong Things,3/16/2000,210,3.7,3095,305,eng,224
All Through the Night,10/1/1999,256,3.7,6332,224,eng,1586
CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),1/5/1965,88,3.7,10,0,eng,428
Choke,8/1/2002,293,3.7,1557,115,eng,2139
Open House,9/29/2003,314,3.7,61,6,eng,126
Veronika Decides to Die,6/1/2006,210,3.7,132064,5452,eng,888
Oedipus Rex (The Theban Plays #1),6/22/2006,75,3.7,141555,1776,eng,1623
Oedipus the King,7/1/2005,144,3.7,740,57,eng,1864
Icy Sparks,3/8/2001,320,3.7,37936,1192,eng,1498
Lunar Park,8/29/2006,404,3.7,24618,738,eng,2139
Read for Your Life: 11 Ways to Better Yourself Through Books,6/1/2007,311,3.7,82,17,eng,948
Cliffs Notes on Fitzgerald's the Great Gatsby,6/5/2000,96,3.7,78,13,eng,428
Open House,5/1/2001,272,3.7,54119,1629,eng,189
A Painted House,2/3/2004,384,3.7,67857,3375,eng,193
Casino Royale,6/1/2005,96,3.7,110,10,eng,2013
Rob Roy,7/9/2002,576,3.7,26,1,eng,1301
Manhunt,11/29/2005,219,3.7,12152,449,eng,923
My Sister's Keeper (Gillian Adams #2),2/1/2000,228,3.7,22,2,eng,1595
What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,9/1/2006,382,3.7,4171,161,eng,1963
Constructing the Little House: Gender Culture and Laura Ingalls Wilder,11/21/1997,304,3.7,35,5,eng,2080
Point to Point Navigation,11/7/2006,277,3.7,621,90,eng,590
Lord John and the Private Matter (Lord John Grey #1),10/4/2005,368,3.7,32446,1345,eng,1803
Lost in the Funhouse,3/1/1988,205,3.7,5052,305,eng,96
The Journey to the East,2/1/2003,128,3.7,8071,360,eng,1556
Gifts (Annals of the Western Shore #1),4/1/2006,286,3.7,6666,606,eng,854
Julie and Julia: 365 Days 524 Recipes 1 Tiny Apartment Kitchen,9/1/2005,310,3.7,136123,5852,eng,1173
Nathan the Wise Minna von Barnhelm and Other Plays and Writings,12/1/1991,370,3.7,88,3,eng,292
I'm Telling You Stories: Jeanette Winterson and the Politics of Reading (Postmodern Studies 25),1/1/1998,136,3.7,10,2,eng,328
Berserkers: The Beginning (Berserkers #1 & #5),6/1/1998,377,3.7,232,23,eng,185
The Arms of Hercules (Book of the Gods #3),4/15/2002,352,3.7,150,1,eng,2024
Leviathan,3/1/1994,672,3.7,500,32,eng,2291
Music of the Meadow (Little Einsteins Early Reader),9/1/2006,28,3.7,26,1,eng,575
The Penelopiad,10/5/2005,198,3.7,29315,2631,eng,360
The Tent,1/1/2006,159,3.7,5061,519,eng,1334
After Dark,5/8/2007,191,3.7,80308,4506,eng,1105
The Pirate Dictionary,7/31/2004,189,3.7,51,7,eng,1490
Getting the Girl (Wolfe Brothers #3),6/1/2004,256,3.7,4327,385,eng,1644
Breaking Point (Tom Clancy's Net Force #4),10/1/2000,368,3.7,8119,32,eng,252
Ultimate Spider-Man Volume 16: Deadpool,9/13/2006,184,3.7,1474,58,eng,1241
The Accidental Time Machine,8/7/2007,278,3.7,6572,660,eng,28
Worlds Enough and Time (Worlds #3),5/1/1992,332,3.7,336,13,eng,2234
Open House,5/1/2001,0,3.7,0,0,eng,2048
The Other Woman,6/6/2006,389,3.7,29112,651,eng,252
Visiting Mrs Nabokov and Other Excursions,4/7/2005,288,3.7,545,16,eng,2139
She Went All the Way,12/3/2002,357,3.7,12470,441,eng,169
Aphrodite's Secret (Superhero Central #3),5/6/2003,369,3.7,410,20,eng,1197
My Education: A Book of Dreams,6/1/1996,193,3.7,1055,47,eng,1498
Scribble Scribble: Notes on the Media,3/1/1979,163,3.7,326,27,eng,196
Rob Roy,11/16/2000,537,3.7,4,0,eng,38
From Glencoe to Stirling: Rob Roy the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),10/20/2000,288,3.7,12,1,eng,492
The Ruby Ring,4/5/2005,371,3.7,1070,70,eng,337
Castlevania: Curse of Darkness Official Strategy Guide,10/28/2005,176,3.7,10,0,eng,323
Time for Revolution,5/1/2005,271,3.7,45,2,eng,292
His Excellency (Les Rougon-Macquart #6),9/28/2006,364,3.7,44,9,eng,1307
The Brief and Frightening Reign of Phil,9/6/2005,130,3.7,5157,553,eng,1721
Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,8/3/2006,371,3.7,833,127,eng,1523
Bad Haircut: Stories of the Seventies,4/1/1997,240,3.7,1546,110,eng,262
Letting Go,9/2/1997,630,3.7,1103,88,eng,2139
Two Alone,2/27/2007,282,3.7,2155,142,eng,1291
At Bertram's Hotel,3/1/2000,224,3.7,239,15,eng,1834
Ultimate X-Men Vol. 14: Phoenix?,10/4/2006,144,3.7,1409,28,eng,1241
Asfixia,9/1/2006,336,3.7,47,2,eng,524
Now and on Earth,2/1/1994,320,3.7,339,21,eng,2139
Letter to a Man in the Fire: Does God Exist and Does He Care?,10/17/2000,112,3.7,113,22,eng,1800
Where the Broken Heart Still Beats: The Story of Cynthia Ann Parker,10/15/1992,208,3.7,642,80,eng,983
Beyond Seduction (Beyond Duet #2),6/28/2002,297,3.7,1329,60,eng,4
The Last of the Mohicans (The Leatherstocking Tales #2),6/1/1982,410,3.7,75121,1797,eng,200
Aftershock (Sweet Valley High Super Edition #12),11/10/1998,227,3.7,286,7,eng,193
Thunderstruck,10/24/2006,463,3.7,30574,3534,eng,489
Pirates of Venus (Venus #1),9/1/2001,179,3.7,1235,66,eng,274
Escape on Venus (Venus #4),6/15/1991,246,3.7,9,0,eng,528
The Last Castle/Nightwings (Tor Double Novel #15),12/1/1989,182,3.7,43,4,eng,2024
Oedipus Tyrannus,7/1/1970,272,3.7,146,10,eng,2176
The Gold Coast (Three Californias Triptych #2),5/15/1995,400,3.7,1194,78,eng,1423
Kissing the Beehive (Crane's View #1),8/10/2000,256,3.7,808,40,eng,1431
Arthur and the Lost Kingdoms,12/31/1999,282,3.7,59,14,eng,1439
Never Far From Nowhere,8/8/1996,282,3.7,648,42,eng,2011
The Winter's Tale,3/1/2007,279,3.7,18126,587,eng,353
A Painted House,9/29/2002,466,3.7,484,48,eng,126
Arthur & George,1/9/2007,445,3.7,11626,1141,eng,2149
Los Versos Satánicos,8/30/2003,679,3.71,1,0,spa,524
Cujo,6/6/2006,432,3.71,197993,2816,spa,1578
Isabel: Princesa De Castilla España 1466,10/3/2001,184,3.71,8,0,spa,1767
Les Fils des ténèbres,10/1/1994,464,3.71,6,0,fre,57
Les Fils des ténèbres,10/1/2007,472,3.71,33,1,fre,1180
Méli-mélo,10/31/2002,381,3.71,5,0,fre,1062
Murder in Foggy Bottom (Capital Crimes #17),1/29/2002,368,3.71,688,46,eng,700
Yeah I Said It,9/13/2005,247,3.71,458,66,eng,152
Tolkien and the Great War: The Threshold of Middle-earth,6/1/2005,398,3.71,6230,109,eng,1232
Desert Children,11/1/2005,240,3.71,509,25,eng,2157
The Wanting Seed,12/17/1996,288,3.71,5423,293,eng,2291
Maya Cosmogenesis 2012: The True Meaning of the Maya Calendar End-Date,8/1/1998,480,3.71,186,17,eng,2291
Geis of the Gargoyle (Xanth #18),10/15/1995,342,3.71,5242,42,eng,2026
Question Quest (Xanth #14),10/1/1991,368,3.71,6894,73,eng,169
Berserker: Blue Death (Berserker #8),9/28/1987,282,3.71,254,8,eng,2024
Reluctant Runaway (To Catch a Thief #2),3/20/2007,352,3.71,90,12,eng,1324
The Last Night of Ballyhoo,10/1/1997,96,3.71,259,16,eng,1988
Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband Family and Life,2/6/2007,240,3.71,162,34,eng,1900
Iberia: Spanish Travels and Reflections,4/12/1968,818,3.71,39,8,eng,1658
New Rules: Polite Musings from a Timid Observer,7/26/2005,304,3.71,5034,305,eng,1736
North Carolina Weekends,10/1/2003,353,3.71,7,1,eng,2291
The Blonde on the Street Corner,1/15/1998,155,3.71,284,26,eng,1814
American Splendor: Another Day,4/7/2007,136,3.71,349,28,eng,2123
Margherita Dolce Vita,11/1/2006,208,3.71,1704,100,eng,663
In the Pond,1/3/2002,160,3.71,1252,122,eng,2139
Mixed Doubles,7/2/1998,416,3.71,2087,82,eng,953
Untouchable,7/3/1990,160,3.71,3429,279,eng,1498
Deception Point,4/1/2006,736,3.71,4919,410,eng,1586
Deception Point,5/1/2004,585,3.71,3353,183,eng,458
Deception Point,8/1/2005,448,3.71,61,4,eng,204
Augustine: A Very Short Introduction,6/7/2001,144,3.71,236,33,eng,2291
Tibullus: A Commentary,11/15/1979,222,3.71,7,1,eng,2088
Iceland: Land of the Sagas,10/6/1998,160,3.71,330,40,eng,2136
Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),9/25/1998,176,3.71,4532,278,eng,224
Moby-Dick,9/12/2006,192,3.71,161,16,eng,357
City of the Beasts (Eagle and Jaguar #1),4/27/2004,408,3.71,17962,778,eng,1687
Special Topics in Calamity Physics,8/3/2006,514,3.71,32370,4212,eng,1509
The Book of Evidence (The Freddie Montgomery Trilogy #1),6/12/2001,220,3.71,3202,278,eng,2139
Aliens: Original Sin,10/26/2005,256,3.71,247,18,eng,502
The Illuminati,10/4/2004,352,3.71,60,8,eng,1990
Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read Write or Add,9/15/1996,352,3.71,169,29,eng,1900
Thinner,9/1/1996,320,3.71,155020,1513,eng,1834
As I Lay Dying,1/25/2001,231,3.71,1003,101,eng,1301
Children of the Night,6/1/1993,464,3.71,5855,264,eng,2192
Them (Wonderland Quartet #3),9/12/2006,576,3.71,2686,230,eng,1301
Iberia,10/12/1984,960,3.71,2153,152,eng,705
The Satanic Verses,9/26/1988,560,3.71,11,0,eng,1509
See You Around Sam! (Sam Krupnik #3),3/9/1998,128,3.71,244,15,eng,2261
What Was She Thinking? [Notes on a Scandal],6/1/2004,258,3.71,13674,1166,eng,1556
The Worm Ouroboros,4/28/2006,446,3.71,2956,239,eng,596
Love,8/28/1975,336,3.71,1083,51,eng,1515
Holy Madness: The Shock Tactics Radical Teachings Crazy Wise Adepts Holy Fools Rascal Gurus,10/1/1992,320,3.71,16,2,eng,1498
The Virgin's Lover (The Plantagenet and Tudor Novels #13),9/7/2005,441,3.71,43749,1967,eng,2198
Strange Relations,2/7/2006,476,3.71,291,14,eng,186
Rocket Ship Galileo (Heinlein's Juveniles #1),12/28/2004,211,3.71,6329,145,eng,28
The Yiddish Policemen's Union,5/1/2007,414,3.71,53300,5699,eng,897
Notes on a Scandal,3/4/2004,244,3.71,1154,149,eng,1492
Flatterland,3/7/2003,295,3.71,24,3,eng,1464
An Old-Fashioned Thanksgiving,8/1/2005,32,3.71,659,87,eng,905
Rock 'n' Roll,5/10/2007,144,3.71,951,60,eng,824
Gargantua and Pantagruel,5/10/1994,807,3.71,51,11,eng,2291
Gargantua and Pantagruel,10/26/2006,1041,3.71,12005,297,eng,1515
Money,4/7/2005,394,3.71,19967,732,eng,2139
The Blood Wood (Earthdawn 6113),6/1/1997,152,3.71,31,1,eng,699
The Various,11/8/2005,448,3.71,825,98,eng,2261
Omerta,5/1/2001,369,3.71,12374,330,eng,189
The War of the Worlds Murder (Disaster Series #6),7/5/2005,256,3.71,196,38,eng,252
You're the One That I Want (Gossip Girl #6),10/6/2004,224,3.71,17875,204,eng,2291
No More Dead Dogs,9/1/2001,180,3.71,12,2,eng,1790
Catherine Called Birdy,6/1/2004,224,3.71,33557,1280,eng,925
Black Ice (Ice #1),4/26/2005,377,3.71,8284,628,eng,1291
Beauty's Release (Sleeping Beauty #3),5/1/1999,238,3.71,23970,570,eng,1498
Nick & Norah's Infinite Playlist,5/23/2006,183,3.71,65091,2971,eng,67
Canada's Incredible Coasts,11/1/1993,199,3.71,7,0,eng,1341
Augustine,6/19/1986,128,3.71,14,3,eng,2291
Waterfront: A Walk Around Manhattan,5/10/2005,450,3.71,254,34,eng,94
The Commanders,1/1/2002,400,3.71,527,26,eng,1850
Wild Magic (Drinker of Souls: Wild Magic #1),12/3/1991,368,3.71,112,4,eng,511
Never Go Back,10/23/2006,464,3.71,1221,85,eng,457
Tomorrow's Promise,5/25/2000,304,3.71,1764,69,eng,1288
Meditations on First Philosophy,10/1/1993,59,3.71,16700,353,eng,2291
Discourse on Method and Meditations on First Philosophy,6/15/1999,103,3.71,24689,326,eng,2291
The Face,4/27/2004,649,3.71,18747,559,eng,193
Chocolate Chip Cookie Murder (Hannah Swensen #1),9/1/2006,436,3.71,31829,1971,eng,1090
The Keeper's Companion 2: Prohibition Firearms Tomes & Creatures (Call of Cthulhu RPG),12/1/2002,170,3.71,41,1,eng,386
Getting Rid of Bradley,10/25/2001,248,3.71,12528,596,eng,1288
Wither (Wendy Ward #1),3/1/2000,438,3.71,545,40,eng,1586
Star Trek: Logs 7-10,6/1/1995,788,3.71,21,0,eng,1586
The Lure of the Basilisk (The Lords of Dûs #1),11/1/2001,208,3.71,493,17,eng,2220
Seminole Song,3/15/1998,320,3.71,46,11,eng,743
The Woman in Black,12/1/2001,138,3.71,31467,3061,eng,510
Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Less,1/13/2004,160,3.71,24,4,eng,425
The Naked Consumer: How Our Private Lives Become Public Commodities,2/1/1994,288,3.71,163,18,eng,1498
The Crucible of Time,6/12/1984,416,3.71,25,3,eng,528
Water Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),9/1/2003,10,3.71,79,10,eng,1020
On the Edge of the New Century,5/1/2001,192,3.71,82,5,eng,1361
Raven (Orphans #4),1/27/1999,192,3.71,4678,59,eng,1586
Life Is a Caravanserai,8/30/2000,270,3.71,89,8,eng,1278
Slammerkin,5/1/2002,410,3.71,12551,1251,eng,1232
Wartime Lies,10/15/1997,240,3.71,524,54,eng,189
El plan infinito,5/14/2002,336,3.72,514,33,spa,888
Bueno en la Cama,6/1/2003,415,3.72,4,0,spa,2064
Cántico de sangre (Crónicas Vampíricas #10),7/1/2006,416,3.72,143,9,spa,628
Ein Sommernachtsspiel,6/1/1999,410,3.72,1,0,ger,972
Zodiac,4/9/2002,391,3.72,65,0,fre,546
Our Kind of People: Inside America's Black Upper Class,12/22/1999,406,3.72,1170,117,eng,888
The Tale of Genji,7/12/1978,1090,3.72,317,55,eng,65
Like Shaking Hands with God: A Conversation About Writing,12/1/2000,80,3.72,866,52,eng,2198
You Don't Know Jack (NY Girlfriends #2),10/1/2006,255,3.72,2757,119,eng,326
Harpy Thyme (Xanth #17),2/15/1995,352,3.72,6460,63,eng,2024
The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life Writings and World of Middle-Earth,11/1/2002,316,3.72,32,2,eng,187
Success Stories,4/26/1996,192,3.72,155,11,eng,888
Wildfire (Drinker of Souls: Wild Magic #2),6/2/1992,400,3.72,80,3,eng,511
Ariel Sharon: A Life,10/24/2006,490,3.72,40,6,eng,1670
Beginning PHP and MySQL 5: From Novice to Professional,10/1/2005,913,3.72,158,12,eng,108
Head Over Heels,6/10/1999,448,3.72,3286,128,eng,953
When the Siren Wailed,10/1/1977,157,3.72,16,3,eng,1156
Guidebook to Zen and the Art of Motorcycle Maintenance,11/19/1990,408,3.72,286,10,eng,2237
Running with Scissors,11/4/2006,320,3.72,667,70,eng,147
It's Not About the Bike: My Journey Back to Life,5/3/2001,294,3.72,495,42,eng,2263
Why I Hate Canadians,2/19/2007,220,3.72,630,48,eng,1397
Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,12/1/2002,132,3.72,92,11,eng,2242
Hatchet (Brian's Saga #1),4/1/2000,208,3.72,270244,12017,eng,144
Leadership,10/1/2002,397,3.72,1820,147,eng,1172
On Justice Power and Human Nature: Selections from The History of the Peloponnesian War,10/1/1993,172,3.72,610,15,eng,2291
It's Not about the Bike: My Journey Back to Life,9/1/2001,294,3.72,35050,1833,eng,260
A General History of the Pyrates,1/26/1999,733,3.72,577,36,eng,596
The Catcher in the Rye - Barron's Book Notes,10/1/1984,120,3.72,775,24,eng,222
What is Art?,8/31/1995,230,3.72,127,24,eng,1515
Plum Lovin' (Stephanie Plum #12.5),1/9/2007,164,3.72,47315,1446,eng,1904
Cliffsnotes on Dostoevsky's Crime and Punishment,11/7/2000,128,3.72,30,0,eng,428
The Good Soldier,3/28/2005,256,3.72,264,35,eng,2291
A Case of Need,8/5/2003,416,3.72,17135,654,eng,1834
This Other Eden,7/1/2003,400,3.72,2292,69,eng,280
Don't Get Too Comfortable: The Indignities of Coach Class The Torments of Low Thread Count The Never-Ending Quest for Artisanal Olive Oil and Other First World Problems,9/12/2006,222,3.72,8410,751,eng,96
Time for Ballet,3/30/2004,32,3.72,69,13,eng,559
Timequake,8/6/1998,219,3.72,23527,822,eng,2144
Farewell Summer (Green Town #3),10/17/2006,211,3.72,3405,338,eng,2231
Angels,3/6/2003,209,3.72,4263,227,eng,2139
Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,9/7/2006,288,3.72,996,98,eng,2291
Mary Queen of Scots: Pride Passion and a Kingdom Lost,5/4/2001,224,3.72,39,6,eng,1954
The Last of Her Kind,12/12/2006,391,3.72,1459,242,eng,1558
Acts of God: The Unnatural History of Natural Disaster in America,6/1/2006,309,3.72,104,8,eng,2291
Kim,12/15/2003,286,3.72,398,63,eng,2291
Adios Hemingway,3/10/2006,229,3.72,659,85,eng,360
Little Birds,2/2/2004,148,3.72,7888,366,eng,1232
Te Kaihau: The Windeater,2/1/1987,239,3.72,165,16,eng,783
The Guardian,12/31/1994,239,3.72,83,20,eng,1991
Good in Bed (Cannie Shapiro #1),4/2/2002,376,3.72,269843,5384,eng,2198
Naked Conversations: How Blogs Are Changing the Way Businesses Talk with Customers,1/1/2006,251,3.72,547,32,eng,2222
The Midwife's Apprentice,8/16/1996,128,3.72,36039,1585,eng,925
Anthony Powell: A Life,12/27/2005,352,3.72,39,8,eng,929
The Infinite Plan,3/4/1994,384,3.72,7347,300,eng,888
Pendulum: Leon Foucault and the Triumph of Science,9/14/2004,288,3.72,183,25,eng,2198
Everything on a Waffle (Coal Harbour #1),9/8/2004,150,3.72,9839,767,eng,1937
What Life Was Like in the Realm of Elizabeth: England AD 1533-1603 (What Life Was Like),5/24/1999,144,3.72,59,7,eng,2001
Orion (Orion #1),12/15/1992,432,3.72,1386,54,eng,2027
Fire Lover: A True Story,4/30/2002,352,3.72,840,113,eng,2231
Fools Die,10/1/1979,544,3.72,5197,215,eng,1834
The London Blitz Murders (Disaster Series #5),5/4/2004,272,3.72,209,35,eng,252
Son of the Mob (Son of the Mob #1),9/1/2004,262,3.72,5977,620,eng,2291
Hairstyles of the Damned,9/1/2004,270,3.72,5298,468,eng,52
Bookends,5/27/2003,368,3.72,37153,822,eng,337
Drum Calls (Drums of Chaos #2),7/1/1998,341,3.72,29,1,eng,2024
Galatea 2.2,1/1/2004,329,3.72,2155,191,eng,1556
A Writer's Workbook: Daily Exercises for the Writing Life,6/14/2002,176,3.72,152,16,eng,1900
The Discovery (Dive #1),6/1/2003,141,3.72,1858,135,eng,106
The Sorority: Samantha (Sorority Trilogy #3),8/1/2003,288,3.72,183,18,eng,1564
Strange Attractors,4/1/1991,176,3.72,230,7,eng,1639
Good Grief: The Story of Charles M. Schulz,12/31/1989,256,3.72,20,1,eng,1545
Trust Fund,1/2/2002,358,3.72,607,22,eng,701
