id,titulo,fecha_publicación,num_páginas,ranking,num_votantes_libro,num_comentarios,Id_idioma,id_editorial
2416,Victoria,10/1/1994,155,3.74,47,7,eng,1935
2417,Romeo & Juliet,5/26/2005,142,3.74,237,18,eng,1453
2418,Romeo and Juliet,3/1/2003,111,3.74,223,20,eng,1622
2419,Romeo and Juliet,5/1/2003,278,3.74,273,10,eng,353
2420,Shakespeare's Romeo and Juliet,5/8/2000,231,3.74,65,3,eng,1015
2421,Romeo and Juliet,7/15/2012,350,3.74,219,13,eng,116
2422,The Plot: The Secret Story of the Protocols of the Elders of Zion,5/17/2006,160,3.74,1109,134,eng,1394
2423,The Devil's Waltz,1/24/2006,363,3.74,1275,87,eng,1289
2424,Chester,4/18/1986,64,3.74,196,31,eng,437
2425,Three Rotten Eggs (The Hamlet Chronicles #5),1/18/2005,240,3.74,79,5,eng,437
2426,Collected Poems,1/16/2009,84,3.74,213,25,eng,94
2427,Call of the Moon,1/1/2009,352,3.74,126,8,eng,1197
2428,How Do You Lose Those Ninth-grade Blues?,4/1/1993,144,3.74,10,1,eng,1637
2429,A Year in Chocolate: Four Seasons of Unforgettable Desserts,10/24/2001,152,3.74,28,1,eng,2189
2430,Matilda Bone,3/12/2002,176,3.74,3061,215,eng,2261
2431,The Life and Opinions of Tristram Shandy Gentleman,9/21/2004,704,3.74,96,11,eng,1301
2432,The Turtle and the Monkey,9/24/1990,32,3.74,58,6,eng,421
2433,The Jungle,4/1/2003,335,3.74,110423,4133,eng,1808
2434,The Stars Like Dust (Galactic Empire #1),12/1/1991,304,3.74,12547,424,eng,1891
2435,The Death of an Irish Sea Wolf (Peter McGarr #12),10/1/1997,304,3.74,135,12,eng,169
2436,Honey (Shooting Stars #4),10/2/2001,180,3.74,2447,27,eng,1585
2437,Weetzie Bat (Weetzie Bat #1),7/6/2004,128,3.74,13013,1025,eng,879
2438,El coronel no tiene quien le escriba,2/7/2006,104,3.75,19205,711,spa,1572
2439,Auszeit fÃ¼r Engel Walsh Family #3),2/1/2003,477,3.75,16,1,ger,972
2440,Der Golem,2/1/2001,64,3.75,2,0,ger,1475
2441,Les petits chevaux de Tarquinia,5/1/1973,220,3.75,267,14,fre,771
2442,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,8/27/2002,400,3.75,55,5,eng,756
2443,After Many a Summer Dies the Swan,1/1/1993,368,3.75,2056,149,eng,1056
2444,Under The Tuscan Sun - At Home In Italy,8/10/1998,291,3.75,1036,171,eng,336
2445,Roc and a Hard Place (Xanth #19),10/15/1996,344,3.75,5832,36,eng,2023
2446,Santa Claus Doesn't Mop Floors (The Adventures of the Bailey School Kids #3),10/1/1991,80,3.75,1146,42,eng,1786
2447,The Filth,6/1/2004,320,3.75,3907,266,eng,2123
2448,The Nightmare Chronicles,9/1/1999,360,3.75,409,32,eng,1141
2449,Video Girl Ai Vol. 15: Len's Story,4/4/2006,208,3.75,134,0,eng,2162
2450,A Sudden Wild Magic,7/1/1997,380,3.75,104,15,eng,798
2451,A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),3/1/1991,32,3.75,14,4,eng,993
2452,The Cheese Monkeys,9/3/2002,288,3.75,4672,512,eng,879
2453,A Long Short War: The Postponed Liberation of Iraq,6/3/2003,112,3.75,371,24,eng,1581
2454,Ice (Shooting Stars #2),7/31/2001,208,3.75,2455,26,eng,1585
2455,The Engagement,3/6/2007,135,3.75,494,67,eng,1370
2456,The Book of My Life,10/31/2002,320,3.75,72,12,eng,1401
2457,Millie's Fling,8/16/2001,512,3.75,8052,463,eng,949
2458,The Heidi Chronicles,3/1/2002,81,3.75,1423,70,eng,604
2459,Writing,5/6/1999,91,3.75,778,44,eng,340
2460,The Mini Rough Guide to London,4/1/2006,363,3.75,1,0,eng,1739
2461,The Power Broker: A Novel (Christian Gillette #3),7/25/2006,320,3.75,28,1,eng,188
2462,Clouds,12/15/1969,254,3.75,13,2,eng,1453
2463,"Myths of the Underworld Journey: Plato Aristophanes and the ""Orphic"" Gold Tablets",11/18/2004,276,3.75,3,0,eng,353
2464,An Original Sin,7/1/1999,394,3.75,369,16,eng,1197
2465,Worlds Enough & Time: Five Tales of Speculative Fiction,11/26/2002,272,3.75,953,61,eng,879
2466,On Authorship,9/1/1996,203,3.75,8,1,eng,2091
2467,The Laws Of Our Fathers (Kindle County Legal Thriller #4),9/1/1997,817,3.75,3655,162,eng,10
2468,Teacher Man (Frank McCourt #3),9/19/2006,272,3.75,26508,2019,eng,1800
2469,How We Are Hungry,10/11/2005,224,3.75,12007,659,eng,2139
2470,How We Are Hungry: Stories,10/13/2004,218,3.75,488,38,eng,1259
2471,Learnability and Cognition: The Acquisition of Argument Structure,8/28/1991,432,3.75,50,1,eng,322
2472,Ivanhoe,3/30/2000,541,3.75,73757,1571,eng,1492
2473,Midnight Voices,3/4/2003,384,3.75,2756,142,eng,188
2474,American Sign Language The Easy Way,11/1/2006,480,3.75,34,6,eng,223
2475,Baby's Alphabet,8/1/2002,32,3.75,4,0,eng,1726
2476,Dominion,5/2/2000,225,3.75,298,8,eng,501
2477,Past Mortem,5/2/2005,460,3.75,4422,211,eng,280
2478,The Audacity of Hope: Thoughts on Reclaiming the American Dream,10/17/2006,375,3.75,127324,4496,eng,483
2479,Purity of Blood (Adventures of Captain Alatriste #2),11/28/2006,268,3.75,3240,130,eng,1581
2480,The Boggart,5/31/2005,196,3.75,4085,181,eng,53
2481,Love,1/4/2005,224,3.75,7580,452,eng,2139
2482,The Humanoids (Humanoids #1),1/15/1996,299,3.75,898,48,eng,1423
2483,The Whore's Child and Other Stories,11/1/2003,240,3.75,2738,252,eng,2139
2484,March,1/31/2006,280,3.75,49145,5344,eng,1492
2485,Romanee Conti: The World's Most Fabled Wine,9/15/1995,208,3.75,20,1,eng,1724
2486,Exquisite Corpse,8/20/1997,240,3.75,8582,574,eng,3
2487,The Strangers in the House,10/24/2006,194,3.75,655,66,eng,1401
2488,The Right Attitude to Rain (Isabel Dalhousie #3),9/19/2006,276,3.75,7776,560,eng,1458
2489,The Case of the Terrified Typist (Perry Mason #49),7/1/1999,154,3.75,591,31,eng,188
2490,The ZÃ¼rau Aphorisms,12/26/2006,160,3.75,648,57,eng,1783
2491,What Life Was Like in the Time of War and Peace: Imperial Russia AD 1696-1917 (What Life Was Like),9/1/1999,144,3.75,47,7,eng,2001
2492,Every Man a Tiger: The Gulf War Air Campaign (Commanders),12/6/2005,640,3.75,14,2,eng,252
2493,Cliffs Notes on Wright's Black Boy,5/5/1971,56,3.75,3,0,eng,428
2494,Four Weddings and a Funeral,4/15/1996,128,3.75,47,4,eng,820
2495,The Choice: A Fable of Free Trade and Protectionism,9/1/2006,132,3.75,350,31,eng,1484
2496,The Black Dahlia (L.A. Quartet #1),8/16/2006,348,3.75,70771,1815,eng,1327
2497,New X-Men Volume 7: Here Comes Tomorrow,11/15/2006,112,3.75,1797,55,eng,1241
2498,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,6/14/2005,249,3.75,1791,146,eng,2139
2499,Amerika,7/2/1996,336,3.75,17981,522,eng,1783
2500,New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,7/1/2003,160,3.75,16,2,eng,775
2501,The Case Of The Kidnapped Candy (Jigsaw Jones Mystery #30),1/1/2007,80,3.75,104,6,eng,1786
2502,The Rainbow People,8/30/1992,208,3.75,206,47,eng,437
2503,The Best American Sports Writing 2006,10/11/2006,416,3.75,84,5,eng,1232
2504,The Comparative Study of Political Elites,1/1/1976,246,3.75,4,1,eng,1613
2505,A Multitude of Sins,2/4/2003,304,3.75,1183,74,eng,2139
2506,Theogony / Works and Days,5/13/1999,79,3.75,9276,163,eng,1453
2507,The Works and Days/Theogony,6/17/2004,48,3.75,3,0,eng,1094
2508,The Poems,5/15/1983,160,3.75,105,7,eng,2088
2509,Numerical Recipes: Example Book C,11/27/1992,336,3.75,7,0,eng,353
2510,Midnight Jewels,7/1/2003,425,3.75,1306,35,eng,2189
2511,Hickory Dickory Dock (Hercule Poirot #32),12/7/2006,196,3.75,13515,368,eng,156
2512,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],8/9/2004,250,3.75,293,9,eng,1420
2513,The New Mutants Classic Vol. 1,5/3/2006,240,3.75,697,43,eng,1241
2514,Sacrament,5/1/1997,594,3.75,3942,106,eng,879
2515,Fluke: Or I Know Why the Winged Whale Sings,6/15/2004,321,3.75,35450,1953,eng,879
2516,Sugar Cookie Murder (Hannah Swensen #6),10/1/2005,380,3.75,11510,691,eng,1090
2517,"Approaches to Teaching Atwood's ""the Handmaid's Tale"" and Other Works (Approaches to Teaching World Literature)",1/1/1996,215,3.75,8,0,eng,1300
2518,Mortal Fear,3/23/1989,364,3.75,3996,80,eng,1458
2519,Ghost Stories (Nancy Drew),10/1/1989,160,3.75,337,12,eng,53
2520,The Azathoth Cycle: Tales of the Blind Idiot God,3/1/1995,260,3.75,124,6,eng,386
2521,Super Fast Out of Control,5/2/2005,128,3.75,0,0,eng,289
2522,Katie's Big Move (Junior Gymnasts #2),12/31/1996,77,3.75,12,0,eng,1786
2523,The Girl with the Long Green Heart,11/1/2005,251,3.75,1236,115,eng,864
2524,This Is the Way the World Ends,4/24/1995,319,3.75,1312,81,eng,854
2525,Thuvia Maid of Mars (Barsoom #4),7/12/1986,160,3.75,6313,233,eng,528
2526,Once a Warrior (Warriors #1),3/31/1997,384,3.75,309,20,eng,687
2527,Romanticism,8/15/1979,416,3.75,42,2,eng,2216
2528,The Wild Shore (Three Californias Triptych #1),3/15/1995,384,3.75,2457,170,eng,1423
2529,The Sagittarius Whorl (Rampart Worlds #3),1/2/2001,384,3.75,339,4,eng,528
2530,P.S. Your Cat Is Dead,11/15/2003,218,3.75,1334,141,eng,820
2531,The Second Time Around,4/1/2004,373,3.75,7472,296,eng,1585
2532,Rash,6/1/2006,256,3.75,2994,459,eng,1864
2533,Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You,2/12/2007,299,3.75,8,1,eng,2275
2534,Plata quemada,7/1/2005,227,3.76,1098,65,spa,93
2535,The Damned and the Beautiful: American Youth in the 1920's,2/19/1978,520,3.76,83,14,spa,1453
2536,El librero de Kabul,11/1/2004,285,3.76,112,18,spa,832
2537,The Odyssey (New Translations from Antiquity),4/8/2004,472,3.76,6,1,grc,1073
2538,Der BuchhÃ¤ndler aus Kabul: Eine Familiengeschichte,2/1/2003,301,3.76,1,0,ger,419
2539,Cool Girl,12/1/2000,298,3.76,8,1,ger,247
2540,How to Succeed with Women,10/29/1998,320,3.76,82,13,eng,1613
2541,Death and the King's Horseman,11/5/2002,254,3.76,259,30,eng,1394
2542,Antigone's Claim: Kinship Between Life and Death,5/23/2002,118,3.76,433,20,eng,443
2543,An Unofficial Rose,1/6/1973,288,3.76,14,0,eng,1492
2544,The Cay (The Cay #1),4/8/2003,156,3.76,29126,2227,eng,1127
2545,Sudden Fiction International: 60 Short-Short Stories,10/17/1989,352,3.76,306,29,eng,1394
2546,Strange Candy (Anita Blake Vampire Hunter #0.5),10/3/2006,257,3.76,15360,314,eng,252
2547,Trial By Fire,4/4/2006,322,3.76,9,0,eng,1418
2548,Carnet de Voyage,8/3/2004,224,3.76,4415,400,eng,2021
2549,The Odyssey,12/23/1998,239,3.76,242,25,eng,596
2550,Mother's Milk,11/9/2006,240,3.76,53,7,eng,824
2551,Girl (Girl #1),9/13/1994,252,3.76,2001,198,eng,2029
2552,Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,10/1/2004,192,3.76,156,15,eng,264
2553,Legend of the Worst Boy in the World,5/1/2007,101,3.76,328,43,eng,1017
2554,Boys' Life & Search and Destroy,12/1/2006,160,3.76,17,0,eng,1269
2555,The American Religion,10/1/2006,305,3.76,288,40,eng,408
2556,Cliffs Notes on Hugo's Les Miserables,11/1/1968,120,3.76,21,4,eng,428
2557,A Changeling for All Seasons (Changeling Seasons #1),11/1/2005,304,3.76,167,4,eng,385
2558,Last of the Amazons,7/1/2003,400,3.76,2138,125,eng,193
2559,The Odyssey,11/30/2006,541,3.76,760871,6557,eng,1492
2560,The Odyssey,11/5/1998,515,3.76,1713,179,eng,696
2561,The Odyssey,6/1/1999,374,3.76,1131,78,eng,879
2562,The Odyssey,1/30/2003,324,3.76,2543,167,eng,1492
2563,The Odyssey,8/1/1999,304,3.76,262,24,eng,1834
2564,Money to Burn,8/1/2004,209,3.76,69,12,eng,807
2565,A House Like a Lotus (O'Keefe Family #3),11/1/1985,307,3.76,3976,163,eng,538
2566,Bread and Roses Too,9/4/2006,275,3.76,2018,294,eng,421
2567,A History of the World in 6 Glasses,5/16/2006,336,3.76,14820,1686,eng,289
2568,A Backward Glance,7/15/1998,385,3.76,521,77,eng,1800
2569,The Presence,4/29/1998,432,3.76,2699,90,eng,188
2570,Paris to the Moon,9/11/2001,368,3.76,12356,941,eng,1658
2571,How to Make Love Like a Porn Star: A Cautionary Tale,8/17/2004,592,3.76,10537,806,eng,1054
2572,O Is for Old Dominion: A Virginia Alphabet,9/30/2005,40,3.76,20,5,eng,1870
2573,Tolkien: A Look Behind The Lord of the Rings,8/12/1972,211,3.76,13,0,eng,188
2574,Even Cowgirls Get the Blues,10/11/2001,366,3.76,44664,1483,eng,1380
2576,Shopaholic Takes Manhattan (Shopaholic #2),12/27/2004,387,3.76,100796,2382,eng,538
2577,Bruno's Dream,11/18/1976,320,3.76,604,48,eng,1492
2578,Mr. Ives' Christmas,12/23/2003,256,3.76,949,128,eng,879
2579,You Must Remember This,11/1/1998,436,3.76,2115,116,eng,1581
2580,The Wapshot Chronicle,6/3/2003,352,3.76,6152,257,eng,879
2581,Mr. Sammler's Planet,1/6/2004,288,3.76,2721,135,eng,1492
2582,Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,9/17/2002,368,3.76,2284,169,eng,621
2583,On MisEducation (Critical Perspectives),2/23/2004,199,3.76,282,20,eng,1745
2584,Strange Fits of Passion,10/4/2005,352,3.76,7423,390,eng,1232
2585,Yon Ill Wind (Xanth #20),10/15/1997,340,3.76,3804,37,eng,2023
2586,Faun & Games (Xanth #21),10/15/1997,352,3.76,4039,38,eng,2023
2587,Var the Stick (Battle Circle #2),3/21/1975,172,3.76,762,13,eng,457
2588,One Two Buckle My Shoe (Hercule Poirot #23),3/16/2004,0,3.76,14388,411,eng,437
2589,A Visitation of Spirits,1/25/2000,272,3.76,449,38,eng,2139
2590,Notes from Underground & A Confession (Everyman's Library),6/15/1994,256,3.76,17,1,eng,665
2591,The Art of Deception: Controlling the Human Element of Security,10/17/2003,352,3.76,4565,283,eng,2222
2592,Galileo's Daughter: A Historical Memoir of Science Faith and Love,11/1/2000,420,3.76,24290,1323,eng,1492
2593,Galileo's Daughter,9/15/2000,448,3.76,124,18,eng,749
2594,Dostoevsky,10/1/2005,183,3.76,55,6,eng,942
2595,The Odyssey,10/8/1992,509,3.76,48,3,eng,665
2596,Phantoms Don't Drive Sports Cars (The Adventures of the Bailey School Kids #32),9/1/1998,80,3.76,408,18,eng,1786
2597,Hidden Agendas (Tom Clancy's Net Force #2),10/28/1999,366,3.76,4138,39,eng,252
2598,Cybernation (Tom Clancy's Net Force #6),11/1/2001,368,3.76,1789,19,eng,252
2599,Solstice Wood (Winter Rose #2),1/2/2007,278,3.76,1715,141,eng,28
2600,Venice: Lion City: The Religion of Empire,9/3/2002,416,3.76,124,20,eng,2198
2601,Icebound,3/6/2007,0,3.76,46,12,eng,1658
2602,The Secrets of Harry Bright,5/7/1987,307,3.76,605,26,eng,1894
2603,Stargirl (Stargirl #1),5/11/2004,186,3.76,1969,252,eng,1127
2604,Prayers for the Assassin (Assassin Trilogy #1),10/31/2006,458,3.76,791,95,eng,1585
2605,Feeling Better Getting Better Staying Better: Profound Self-Help Therapy for Your Emotions,6/1/2001,272,3.76,51,6,eng,1029
2606,Where We Are What We See: The Best Young Writers and Artists in America,5/1/2005,288,3.76,41,0,eng,1644
2607,How Proust Can Change Your Life,4/28/1998,208,3.76,10270,877,eng,2139
2608,The Hour Before Dark,9/1/2003,370,3.76,1034,78,eng,1141
2609,The Golden Notebook,2/3/1999,640,3.76,16000,1219,eng,879
2610,Zorro,5/3/2005,677,3.76,16324,1145,eng,879
2611,Introduction to the Philosophy of History with Selections from The Philosophy of Right,6/1/1988,106,3.76,1088,52,eng,842
2612,The Odyssey,8/23/2005,472,3.76,57,2,eng,1073
2613,The Trumpeter of Krakow,6/1/1999,224,3.76,54,13,eng,53
2614,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,10/10/2005,389,3.76,24243,2326,eng,1864
2615,When Santa Fell to Earth,10/1/2006,167,3.76,1840,245,eng,400
2616,The Curse of the Mistwraith (Wars of Light and Shadow #1),5/1/2009,830,3.76,4655,202,eng,437
2617,An Artist of the Floating World,3/3/2005,206,3.76,15416,1152,eng,683
2618,The Littles and the Lost Children,1/1/1991,112,3.76,302,16,eng,1786
2619,The Mistress Manual: The Good Girl's Guide to Female Dominance,6/15/2000,220,3.76,346,30,eng,816
2620,20 000 Leagues Under the Sea,10/8/1998,64,3.76,34,4,eng,1613
2621,Micro Eco-Farming: Prospering from Backyard to Small Acreage in Partnership with the Earth,5/1/2005,174,3.76,68,5,eng,1367
2622,Led Astray (Hellraisers #1),2/22/2005,240,3.76,2647,143,eng,1289
2623,Paddy Clarke Ha Ha Ha,6/4/1998,307,3.76,17042,586,eng,633
2624,A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,11/19/1998,208,3.76,1239,54,eng,1453
2625,Ape and Essence,8/25/1992,222,3.76,3733,197,eng,1056
2626,Chew on This: Everything You Don't Want to Know About Fast Food,5/10/2006,259,3.76,3745,841,eng,999
2627,Black Mischief,8/30/2002,304,3.76,2421,132,eng,181
2628,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity Intuition And Uncommon Sense,3/17/1999,320,3.76,218,27,eng,1317
2629,The Vampire Armand (The Vampire Chronicles #6),10/3/2000,457,3.76,59191,710,eng,188
2630,Children of the Mind (Ender's Saga #4),8/24/2002,370,3.76,84877,1989,eng,2023
2631,Hannibal (Hannibal Lecter #3),5/18/2000,564,3.76,71712,2120,eng,124
2632,Icebound,9/5/2000,408,3.76,17062,358,eng,193
2633,Mr. Murder,7/5/2006,493,3.76,22577,448,eng,252
2634,Guilty as Charged,10/1/1996,10,3.76,149,2,eng,1585
2635,20 000 Leagues Under The Sea,8/1/2004,48,3.76,563,32,eng,664
2636,Murder in the Cathedral,3/18/1964,148,3.76,6782,309,eng,854
2637,Player's Handbook II,5/9/2006,221,3.76,815,7,eng,2245
2638,1635: The Cannon Law (Assiti Shards #8),9/26/2006,420,3.76,1336,35,eng,185
2639,Marie Dancing,10/1/2005,272,3.76,1085,77,eng,983
2640,They Do It With Mirrors,11/8/2002,7,3.76,2,0,eng,1215
2641,The Last Shogun: The Life of Tokugawa Yoshinobu,8/20/2004,256,3.76,296,29,eng,1107
2642,A Magic Crystal? (Marvin Redpost),5/2/2005,128,3.76,227,21,eng,289
2643,Lori's Little Secret (Bravo Family #15) (Bravo Family Ties Miniseries #3),5/1/2005,248,3.76,101,6,eng,1839
2644,Dancing on His Grave: A True Story of Survival and Triumph,6/5/2006,296,3.76,16,4,eng,2034
2645,To Collar a Killer (Jack and Jamie #3),11/30/2004,304,3.76,70,6,eng,169
2646,Riding the Bus with My Sister: A True Life Journey,8/26/2003,304,3.76,5226,771,eng,1581
2647,Love Sick: A Smoldering Look at Love Lust and Marriage,9/1/2005,176,3.76,71,8,eng,22
2648,King Henry VI Part 3,11/1/2001,460,3.76,3138,186,eng,116
2649,The Alley (The Alley #1),8/1/2003,288,3.76,320,20,eng,983
2650,Goodbye Forever (Sweet Dreams #72),12/31/1984,135,3.76,56,0,eng,193
2651,First Last and Always (Sweet Dreams #96),9/1/1985,160,3.76,65,2,eng,193
2652,Black Cat (Gemini #2),10/5/2004,375,3.76,23,4,eng,1585
2653,Living La Dolce Vita: Bring the Passion Laughter and Serenity of Italy Into Your Daily Life,4/1/2003,272,3.76,110,11,eng,1881
2654,Curse Of The Kings,6/12/1985,304,3.76,15,1,eng,700
2655,Shakespeare's Landlord (Lily Bard #1),11/1/2005,216,3.76,22721,1111,eng,252
2656,El bosque de los pigmeos,9/6/2005,304,3.77,1099,46,spa,437
2657,Las luces de septiembre (Niebla #3),10/1/2005,279,3.77,5119,217,spa,627
2658,QuÃ© Se Puede Esperar Cuando Se EstÃ¡ Esperando,1/31/2006,624,3.77,27,2,spa,2250
2659,La Ãºltima oportunidad,4/4/2006,258,3.77,2,0,spa,1577
2660,Operation Shylock. Ein Bekenntnis,1/1/1994,464,3.77,1,0,ger,363
2661,Die Flucht der Waisen (Die Orphan-Saga #5),3/1/2002,349,3.77,2,0,ger,795
2662,Dornen des GlÃ¼cks (Das Erbe von Foxworth Hall #3),9/1/2002,412,3.77,5,0,ger,795
2663,Madame Je-Sais-Tout,5/31/1997,36,3.77,1,0,fre,836
2664,Christine,6/13/2001,411,3.77,178403,2088,fre,1145
2665,Candide,3/19/1991,224,3.77,695,55,fre,1394
2666,Candide,5/1/2007,240,3.77,217,15,fre,1098
2667,Candide,10/1/2005,286,3.77,3,1,fre,1087
2668,Bright Lights Big City,10/14/1997,192,3.77,68,5,fre,635
2669,Simply Beautiful Beaded Jewelry,3/14/2006,128,3.77,62,4,eng,1388
2670,Ballet Class,7/2/1997,48,3.77,13,0,eng,596
2671,Lucy Sullivan Is Getting Married,1/23/2007,640,3.77,43077,690,eng,1317
2672,The Bookseller of Kabul,10/26/2004,288,3.77,34941,2473,eng,1172
2674,Bless Me Ultima,4/1/1999,290,3.77,22435,1912,eng,10
2675,Changelings,12/26/2006,320,3.77,1818,60,eng,528
2676,Snake Eyes (CSI: Crime Scene Investigation #8),9/1/2006,288,3.77,457,18,eng,1585
2677,The Mermaids Singing,11/6/2001,288,3.77,1859,231,eng,1317
2678,The Liberated Bride,10/4/2004,576,3.77,457,44,eng,1232
2679,The Dragon Quintet,5/2/2006,304,3.77,573,39,eng,2023
2680,Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,2/6/2007,264,3.77,501,76,eng,348
2681,The Horizontal World: Growing Up Wild in the Middle of Nowhere,6/13/2006,270,3.77,387,76,eng,469
2682,The Rose and the Beast: Fairy Tales Retold,8/7/2001,240,3.77,6872,395,eng,437
2683,Half Moon Investigations,4/1/2007,304,3.77,279,41,eng,576
2684,Assembly of Women (Literary Classics),4/1/1997,124,3.77,56,4,eng,1632
2685,Personal Finance For Dummies,10/1/2006,458,3.77,114,15,eng,742
2686,White Teeth,11/30/2000,542,3.77,1265,142,eng,1492
2687,The Mind Parasites,10/1/2005,240,3.77,927,90,eng,1309
2688,Cities of the Red Night,5/4/2001,332,3.77,3893,196,eng,1556
2689,The Atlantis Dialogue,1/1/2001,46,3.77,34,3,eng,1827
2690,Earned Value Project Management,6/30/2006,232,3.77,66,7,eng,1631
2691,The Red Notebook: True Stories,6/17/2002,104,3.77,2390,120,eng,1351
2692,Boys of Summer,6/27/2006,249,3.77,478,12,eng,866
2693,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus #1),4/25/2006,540,3.77,166046,6446,eng,879
2694,Rereading America: Cultural Contexts for Critical Thinking and Writing,1/21/2004,826,3.77,44,3,eng,243
